Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,ВКонтакте,WhatsApp,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Водомат,,Питьевая вода,"Революционная, 80а",вход со двора,450005,Айский м-н,Советский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,3,89174489763,,http://alivewater.ru,,,https://vk.com/alivewater_ru,,,,54.732066,55.974573,https://2gis.com/firm/70000001088101163,branch
Водомат,,Питьевая вода,"Рихарда Зорге, 49Б",слева от пекарни Лисичкин хлеб,450083,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.3,3,89174489763,,http://alivewater.ru,,,https://vk.com/alivewater_ru,,,,54.763594,56.002023,https://2gis.com/firm/70000001075265738,branch
Водомат,,Питьевая вода,"Гафури, 4",1 этаж,450093,,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.3,9,89174489763,,http://alivewater.ru,,,https://vk.com/alivewater_ru,,,,54.723526,55.928194,https://2gis.com/firm/70000001063304000,branch
Водомат,,Питьевая вода,"Революционная, 131а",за пекарней Лисичкин хлеб,450005,,Советский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.4,8,89174489763,,http://alivewater.ru,,,https://vk.com/alivewater_ru,,,,54.733266,55.969904,https://2gis.com/firm/70000001059781275,branch
Живая вода,водомат,Питьевая вода,"бульвар Назара Наджми, 11",,450062,Кузнецовский затон м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89177837466,,http://alivewater.ru,,,,,,,54.693369,55.968381,https://2gis.com/firm/70000001047528079,branch
Водомир,водомат,Питьевая вода,"Загира Исмагилова, 6",,450062,Южный м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,1,89272360157,,http://vodomir.su,,,,,,,54.695791,55.985162,https://2gis.com/firm/70000001034473475,branch
Vodorobot,,Питьевая вода,"Комсомольская, 143",,450096,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.3,3,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.760657,56.017235,https://2gis.com/firm/70000001055965851,branch
Vodorobot,,Питьевая вода,"Загира Исмагилова, 5",супермаркет Пятёрочка,450062,Южный м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.69542,55.984567,https://2gis.com/firm/70000001090136515,branch
Vodorobot,,Питьевая вода,"Энтузиастов, 1в",,450096,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.756672,56.021901,https://2gis.com/firm/70000001067222501,branch
Красная горкa,водомат,Питьевая вода,"Комсомольская, 143а",,450096,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,2,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.760649,56.017464,https://2gis.com/firm/70000001040937810,branch
Водомир,водомат,Питьевая вода,"Лесотехникума, 26/2",,450096,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.6,7,89272360157,,http://vodomir.su,,,,,,,54.757812,56.021068,https://2gis.com/firm/70000001036834364,branch
Красная горкa,водомат,Питьевая вода,"Энтузиастов, 1 к1",,450096,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.756706,56.022264,https://2gis.com/firm/70000001027000538,branch
Первая,водомат,Питьевая вода,"Авроры, 17/1",,450092,Белореченский м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,3,,,,,,,,,,54.700904,56.005042,https://2gis.com/firm/70000001079648811,branch
Красная горкa,водомат,Питьевая вода,,,450071,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.748796,56.030111,https://2gis.com/firm/70000001098114603,branch
Живая вода,водомат,Питьевая вода,,,450007,,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,2,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.77957,55.961369,https://2gis.com/firm/70000001080476627,branch
Урал-аква,водомат,Питьевая вода,,,450096,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,,+05:00,5.0,1,89378577727,,,,,,,,,54.762807,56.019841,https://2gis.com/firm/70000001095562301,branch
Vodorobot,,Питьевая вода,"Софьи Перовской, 21/1",,450092,Белореченский м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.696306,55.998518,https://2gis.com/firm/70000001067222420,branch
Шатлык-люкс,водомат,Питьевая вода,"Авроры, 7/9а",,450092,Белореченский м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,2,,,,,,,,,,54.698354,56.004113,https://2gis.com/firm/70000001032930763,branch
Урал Аква,,Питьевая вода,"Софьи Перовской, 21а",,450092,Белореченский м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,4,,,,,,,,,,54.695908,55.997799,https://2gis.com/firm/70000001061734325,branch
Живая вода,водомат,Питьевая вода,"Просвещения, 5",,450062,Кузнецовский затон м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89177837466,,http://alivewater.ru,,,,,,,54.690265,55.969427,https://2gis.com/firm/70000001063100453,branch
Vodorobot,,Питьевая вода,"Менделеева, 225",,450071,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.752445,56.031185,https://2gis.com/firm/70000001067221865,branch
Водалей,водомат,Питьевая вода,"Менделеева, 229",,450071,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,4,89174958119 (техническая поддержка: пн-вс 9:00-22:00),,,,,,https://wa.me/79174958119,,,54.753201,56.031341,https://2gis.com/firm/70000001037389211,branch
Сила Урала,,Питьевая вода,,,450092,Белореченский м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89279305005,,,,,,https://wa.me/79279305005,,,54.696307,56.00087,https://2gis.com/firm/70000001089659867,branch
Сила Урала,,Питьевая вода,"Максима Рыльского, 18/1",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,4,89279305005,,,,,,https://wa.me/79279305005,,,54.765921,56.073157,https://2gis.com/firm/70000001060985238,branch
Vodorobot,,Питьевая вода,,,450075,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.768999,56.012555,https://2gis.com/firm/70000001076296353,branch
Водомат,,Питьевая вода,"Авроры, 5/2",,450092,Белореченский м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,2,89174489763,,http://alivewater.ru,,,https://vk.com/alivewater_ru,,,,54.696158,56.001368,https://2gis.com/firm/70000001063304042,branch
Живая вода,автомат по продаже воды,Питьевая вода,"Просвещения, 11",,450062,Кузнецовский затон м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.3,7,,,,,,,,,,54.689635,55.972192,https://2gis.com/firm/70000001044499145,branch
Водомир,водомат,Питьевая вода,"Рихарда Зорге, 68",1 этаж,450075,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89272360157,,http://vodomir.su,,,,,,,54.768972,56.013075,https://2gis.com/firm/70000001028758076,branch
Живая вода,водоматы,Питьевая вода,"Муксинова, 7",,450103,Зелёная роща м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.694008,55.995366,https://2gis.com/firm/70000001081089653,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"Центральная, 137 к3",,450522,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.3,4,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.622728,55.90929,https://2gis.com/firm/70000001047244217,branch
